ID,CATEGORY_ICD10,NMU_CODE,DESCRIPTION,NMU_TYPE,DATE,BASIC_ADDITIONAL,SECTION,FLC_REMD
1455,M15-M19,A06.04.004,Рентгенография лучезапястного сустава в случае его поражения и наличия функциональных ограничений,Инструментальное обследование,Действительно 1 год,2,1,A06.04.004 Рентгенография лучезапястного сустава в случае его поражения и наличия функциональных ограничений
1456,M15-M19,A06.03.041,Рентгенография таза при поражении тазобедренных суставов,Инструментальное обследование,Действительно 1 год,2,1,A06.03.041 Рентгенография таза при поражении тазобедренных суставов
1457,M15-M19,A06.04.005,Рентгенография коленного сустава в случае его поражения и наличия функциональных ограничений,Инструментальное обследование,Действительно 1 год,2,1,A06.04.005 Рентгенография коленного сустава в случае его поражения и наличия функциональных ограничений
1458,M15-M19,A06.04.012,Рентгенография голеностопного сустава в случае его поражения и наличия функциональных ограничений,Инструментальное обследование,Действительно 1 год,2,1,A06.04.012 Рентгенография голеностопного сустава в случае его поражения и наличия функциональных ограничений
1459,M30-M36,A04.10.002,Эхокардиография при наличии поражения сердца и аорты в рамках основного заболевания,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.10.002 Эхокардиография при наличии поражения сердца и аорты в рамках основного заболевания
1460,M30-M36,B01.029.001,"Прием (осмотр, консультация) врача-офтальмолога первичный при патологии зрительного анализатора",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.029.001 Прием (осмотр, консультация) врача-офтальмолога первичный при патологии зрительного анализатора"
1461,M30-M36,A12.09.001,Исследование неспровоцированных дыхательных объемов и потоков при наличии поражения легких,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A12.09.001 Исследование неспровоцированных дыхательных объемов и потоков при наличии поражения легких
1462,M30-M36,B01.028.001,"Прием (осмотр, консультация) врача-оториноларинголога первичный при гранулематозе с полиангиитом (болезнь Вегенера)",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.028.001 Прием (осмотр, консультация) врача-оториноларинголога первичный при гранулематозе с полиангиитом (болезнь Вегенера)"
1463,M30-M36,A06.09.005,Компьютерная томография органов грудной полости для пациентов с интерстициальным поражением легких,Инструментальное обследование,Действительно 1 год,2,1,A06.09.005 Компьютерная томография органов грудной полости для пациентов с интерстициальным поражением легких
1464,M30-M36,B01.023.001,"Прием (осмотр, консультация) врача-невролога первичный при поражении нервной системы",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.023.001 Прием (осмотр, консультация) врача-невролога первичный при поражении нервной системы"
1465,M30-M36,A12.28.002,Исследование функции нефронов по клиренсу креатинина (проба Реберга) для пациентов со сниженной почечной функцией,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A12.28.002 Исследование функции нефронов по клиренсу креатинина (проба Реберга) для пациентов со сниженной почечной функцией
1466,M30-M36,A09.28.003.002,Определение количества белка в суточной моче при поражении почек,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A09.28.003.002 Определение количества белка в суточной моче при поражении почек
1467,M30-M36,A12.06.051,Определение содержания антител к бета-2-гликопротеину в крови при наличии антифосфолипидного синдрома,Лабораторное исследование,Действительно бессрочно,2,1,A12.06.051 Определение содержания антител к бета-2-гликопротеину в крови при наличии антифосфолипидного синдрома
1468,M30-M36,A05.02.001.011,Электронейромиография игольчатыми электродами (один нерв) при наличии выраженной невропатии конечностей,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.02.001.011 Электронейромиография игольчатыми электродами (один нерв) при наличии выраженной невропатии конечностей
1469,M30-M36,A05.02.001,Электромиография игольчатая (одна мыщца) при наличии поражения мышц конечностей,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.02.001 Электромиография игольчатая (одна мыщца) при наличии поражения мышц конечностей
1470,M30-M36,A03.16.001,Эзофагогастродуоденоскопия при наличии поражения желудочно-кишечного тракта вследствие основного заболевания и (или) проводимой терапии,Инструментальное обследование,Действительно 1 год,2,1,A03.16.001 Эзофагогастродуоденоскопия при наличии поражения желудочно-кишечного тракта вследствие основного заболевания и (или) проводимой терапии
1472,M32,A04.16.001,Ультразвуковое исследование органов брюшной полости (комплексное) при поражении органов брюшной полости,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.16.001 Ультразвуковое исследование органов брюшной полости (комплексное) при поражении органов брюшной полости
1473,M32,A04.28.002.001,Ультразвуковое исследование почек при поражении почек,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.28.002.001 Ультразвуковое исследование почек при поражении почек
1474,M32,A12.06.010,Определение содержания антител к антигенам ядра клетки и ДНК при необходимости оценки активности заболевания и эффективности проводимой терапии,Лабораторное исследование,Действительно 2 года,2,1,A12.06.010 Определение содержания антител к антигенам ядра клетки и ДНК при необходимости оценки активности заболевания и эффективности проводимой терапии
1475,M32,A09.05.075,Исследование уровня комплемента и его фракций в крови при поражении почек,Лабораторное исследование,Действительно 2 года,2,1,A09.05.075 Исследование уровня комплемента и его фракций в крови при поражении почек
1476,M32,A12.06.029,Определение содержания антител к кардиолипину в крови при антифосфолипидном синдроме,Лабораторное исследование,Действительно бессрочно,2,1,A12.06.029 Определение содержания антител к кардиолипину в крови при антифосфолипидном синдроме
1478,M35.0,A12.06.061,Определение содержания антител к экстрагируемым ядерным антигенам в крови при необходимости оценки активности заболевания и эффективности проводимой терапии,Лабораторное исследование,Действительно бессрочно,2,1,A12.06.061 Определение содержания антител к экстрагируемым ядерным антигенам в крови при необходимости оценки активности заболевания и эффективности проводимой терапии
1479,M35.0,A12.06.057,Определение содержания антинуклеарных антител к Sm-антигену при необходимости подтверждения активности процесса,Лабораторное исследование,Действительно бессрочно,2,1,A12.06.057 Определение содержания антинуклеарных антител к Sm-антигену при необходимости подтверждения активности процесса
1480,M35.0,B01.065.007,"Прием (осмотр, консультация) врача-стоматолога первичный при поражении слюнных желез",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.065.007 Прием (осмотр, консультация) врача-стоматолога первичный при поражении слюнных желез"
1481,M35.0,B01.005.001,"Прием (осмотр, консультация) врача-гематолога первичный при наличии гематологического заболевания, включая MALT-лимфому слюнных и (или) слезных желез, а также солидной опухоли",Осмотр/консультация,Действительно 1 год,2,1,"B01.005.001 Прием (осмотр, консультация) врача-гематолога первичный при наличии гематологического заболевания, включая MALT-лимфому слюнных и (или) слезных желез, а также солидной опухоли"
1482,M35.0,B01.027.001,"Прием (осмотр, консультация) врача-онколога первичный при наличии гематологического заболевания, включая MALT-лимфому слюнных и (или) слезных желез, а также солидной опухоли",Осмотр/консультация,Действительно 1 год,2,1,"B01.027.001 Прием (осмотр, консультация) врача-онколога первичный при наличии гематологического заболевания, включая MALT-лимфому слюнных и (или) слезных желез, а также солидной опухоли"
1483,M40-M43,A05.03.002,МРТ позвоночника (один отдел) при необходимости визуализации поражения мягких тканей,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.03.002 МРТ позвоночника (один отдел) при необходимости визуализации поражения мягких тканей
1484,M40-M43,A12.09.001,Исследование неспровоцированных дыхательных объемов и потоков при наличии поражения легких,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A12.09.001 Исследование неспровоцированных дыхательных объемов и потоков при наличии поражения легких
1485,M40-M43,A04.10.002,"Эхокардиография - для пациентов, имеющих поражение сердца и аорты в рамках основного заболевания",Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,"A04.10.002 Эхокардиография - для пациентов, имеющих поражение сердца и аорты в рамках основного заболевания"
1486,M40-M43,B01.053.001,"Прием (осмотр, консультация) врача-уролога первичный при нарушении мочевыделения",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.053.001 Прием (осмотр, консультация) врача-уролога первичный при нарушении мочевыделения"
1487,M45-M49,B01.025.001,"Прием (осмотр, консультация) врача-нефролога первичный при патологии почек",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.025.001 Прием (осмотр, консультация) врача-нефролога первичный при патологии почек"
1488,M45-M49,B01.015.001,"Прием (осмотр, консультация) врача-кардиолога первичный при поражении сердечно-сосудистой системы",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.015.001 Прием (осмотр, консультация) врача-кардиолога первичный при поражении сердечно-сосудистой системы"
1489,M45-M49,A04.10.002,"Эхокардиография для пациентов, имеющих поражение сердца и аорты в рамках основного заболевания",Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,"A04.10.002 Эхокардиография для пациентов, имеющих поражение сердца и аорты в рамках основного заболевания"
1490,M45-M49,A09.28.003.002,Определение количества белка в суточной моче при поражении почек,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A09.28.003.002 Определение количества белка в суточной моче при поражении почек
1491,M45-M49,A12.28.002,Исследование функции нефронов по клиренсу креатинина (проба Реберга) при наличии амилоидоза,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A12.28.002 Исследование функции нефронов по клиренсу креатинина (проба Реберга) при наличии амилоидоза
1492,M45-M49,B01.004.001,"Прием (осмотр, консультация) врача-гастроэнтеролога первичный при наличии воспалительного заболевания кишечника",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.004.001 Прием (осмотр, консультация) врача-гастроэнтеролога первичный при наличии воспалительного заболевания кишечника"
1493,M45-M49,B01.029.001,"Прием (осмотр, консультация) врача-офтальмолога первичный - при наличии увеита",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.029.001 Прием (осмотр, консультация) врача-офтальмолога первичный - при наличии увеита"
1494,M80-M85,A05.03.002,"МРТ позвоночника (один отдел) в случаях необходимости верификации изменений, выявленных при рентгенографии",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.03.002 МРТ позвоночника (один отдел) в случаях необходимости верификации изменений, выявленных при рентгенографии"
1495,M80-M85,A12.09.001,Исследование неспровоцированных дыхательных объемов и потоков - при наличии поражения легких,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A12.09.001 Исследование неспровоцированных дыхательных объемов и потоков - при наличии поражения легких
1496,M80-M85,A04.10.002,Эхокардиография - при поражении сердца и аорты в рамках основного заболевания,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.10.002 Эхокардиография - при поражении сердца и аорты в рамках основного заболевания
1497,M80-M85,B01.040.001,"Прием (осмотр, консультация) врача-ревматолога первичный при наличии остеопороза",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.040.001 Прием (осмотр, консультация) врача-ревматолога первичный при наличии остеопороза"
1498,M86,A05.03.001,МРТ костной ткани (одна область) для уточнения области поражения,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.03.001 МРТ костной ткани (одна область) для уточнения области поражения
1500,Q65-Q79,B01.040.001,"Прием (осмотр, консультация) врача-ревматолога первичный при наличии остеопороза",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.040.001 Прием (осмотр, консультация) врача-ревматолога первичный при наличии остеопороза"
1501,Q65-Q79,B01.006.001,"Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга",Осмотр/консультация,Действительно бессрочно,2,1,"B01.006.001 Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга"
1502,Q65-Q79,B01.050.001,"Прием (осмотр, консультация) врача-травматолога-ортопеда первичный",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",1,1,"B01.050.001 Прием (осмотр, консультация) врача-травматолога-ортопеда первичный"
1503,Q80,B01.006.001,"Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга",Осмотр/консультация,Действительно бессрочно,2,1,"B01.006.001 Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга"
1504,Q80,B01.028.001,"Прием (осмотр, консультация) врача-оториноларинголога первичный при наличии окклюзии наружного слухового прохода, нейро-сенсорной тугоухости",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.028.001 Прием (осмотр, консультация) врача-оториноларинголога первичный при наличии окклюзии наружного слухового прохода, нейро-сенсорной тугоухости"
1505,Q80,A06.03.018,"Рентгенография позвоночника, специальные исследования и проекции при диффузном гиперостозе",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A06.03.018 Рентгенография позвоночника, специальные исследования и проекции при диффузном гиперостозе"
1506,N00-N99,B01.015.001,"Прием (осмотр, консультация) врача-кардиолога первичный при наличии кардиальных осложнений, артериальной гипертензии",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.015.001 Прием (осмотр, консультация) врача-кардиолога первичный при наличии кардиальных осложнений, артериальной гипертензии"
1507,N00-N99,B01.001.001,"Прием (осмотр, консультация) врача - акушера-гинеколога первичный для женщин при нарушении функций органов малого таза",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.001.001 Прием (осмотр, консультация) врача - акушера-гинеколога первичный для женщин при нарушении функций органов малого таза"
1510,N00-N99,A04.12.001.002,Дуплексное сканирование артерий почек для оценки ренального кровотока,Инструментальное обследование,Действительно 180 календарных дней,2,1,A04.12.001.002 Дуплексное сканирование артерий почек для оценки ренального кровотока
1511,N00-N99,A04.12.023,Дуплексное сканирование нижней полой и почечных вен для оценки ренального кровотока,Инструментальное обследование,Действительно 180 календарных дней,2,1,A04.12.023 Дуплексное сканирование нижней полой и почечных вен для оценки ренального кровотока
1512,N00-N99,A07.28.002,Сцинтиграфия почек и мочевыделительной системы по направлению врача-нефролога или врача-уролога для уточнения функционального состояния почек,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A07.28.002 Сцинтиграфия почек и мочевыделительной системы по направлению врача-нефролога или врача-уролога для уточнения функционального состояния почек
1513,N00-N99,A07.28.002.001,"Сцинтиграфия почек и мочевыделительной системы с функциональными пробами при гломерулярных болезнях, при хронической болезни почек по направлению врача-нефролога или врача-уролога для уточнения функционального состояния почек",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A07.28.002.001 Сцинтиграфия почек и мочевыделительной системы с функциональными пробами при гломерулярных болезнях, при хронической болезни почек по направлению врача-нефролога или врача-уролога для уточнения функционального состояния почек"
1514,N00-N99,A06.20.002,Компьютерная томография органов малого таза у женщин при наличии заболеваний органов малого таза,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A06.20.002 Компьютерная томография органов малого таза у женщин при наличии заболеваний органов малого таза
1515,N00-N99,A06.21.003,Компьютерная томография органов таза у мужчин при наличии заболеваний органов малого таза,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A06.21.003 Компьютерная томография органов таза у мужчин при наличии заболеваний органов малого таза
1516,N00-N99,A06.30.007,Компьютерная томография забрюшинного пространства при патологии органов забрюшинного пространства,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A06.30.007 Компьютерная томография забрюшинного пространства при патологии органов забрюшинного пространства
1517,N00-N99,A09.28.003.001,Определение альбумина в моче при альбуминурии,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A09.28.003.001 Определение альбумина в моче при альбуминурии
1518,N00-N99,A09.28.003.002,Определение количества белка в суточной моче при протеинурии,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A09.28.003.002 Определение количества белка в суточной моче при протеинурии
1519,N00-N99,A06.28.002,"Внутривенная урография, при нарушении пассажа мочи по верхним и нижним отделам мочевыводящих путей, обструктивных уропатиях",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A06.28.002 Внутривенная урография, при нарушении пассажа мочи по верхним и нижним отделам мочевыводящих путей, обструктивных уропатиях"
1521,N00-N99,A04.16.001,Ультразвуковое исследование органов брюшной полости (комплексное) при сопутствующей патологии органов брюшной полости,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.16.001 Ультразвуковое исследование органов брюшной полости (комплексное) при сопутствующей патологии органов брюшной полости
1522,N17-N19,A09.05.058,Исследование уровня паратиреоидного гормона в крови при хронической болезни почек 4 и 5 стадии,Лабораторное исследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A09.05.058 Исследование уровня паратиреоидного гормона в крови при хронической болезни почек 4 и 5 стадии
1523,N17-N19,B01.029.001,"Прием (осмотр, консультация) врача-офтальмолога первичный при наличии ретинальных осложнений",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.029.001 Прием (осмотр, консультация) врача-офтальмолога первичный при наличии ретинальных осложнений"
1524,N17-N19,A02.12.002.001,Суточное мониторирование артериального давления при наличии артериальной гипертензии,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A02.12.002.001 Суточное мониторирование артериального давления при наличии артериальной гипертензии
1525,N17-N19,A04.10.002,Эхокардиография при кардиоренальном синдроме,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A04.10.002 Эхокардиография при кардиоренальном синдроме
1526,N17-N19,A06.09.007.001,Прицельная рентгенография органов грудной клетки при ХБП 4 и 5 стадии,Инструментальное обследование,Действительно 120 календарных дней,2,1,A06.09.007.001 Прицельная рентгенография органов грудной клетки при ХБП 4 и 5 стадии
1527,N30-N39,A03.28.001,"Цистоскопия - при нарушении пассажа мочи по верхним и нижним отделам мочевыводящих путей, обструктивных уропатиях",Инструментальное обследование,Действительно 180 календарных дней,2,1,"A03.28.001 Цистоскопия - при нарушении пассажа мочи по верхним и нижним отделам мочевыводящих путей, обструктивных уропатиях"
1528,N30-N39,A12.28.006,Измерение скорости потока мочи (урофлоуметрия) при нарушениях мочеиспускания,Инструментальное обследование,Действительно 120 календарных дней,2,1,A12.28.006 Измерение скорости потока мочи (урофлоуметрия) при нарушениях мочеиспускания
1529,T90,A05.23.009,МРТ головного мозга при поражении головного мозга,Инструментальное обследование,Действительно бессрочно,2,1,A05.23.009 МРТ головного мозга при поражении головного мозга
1530,T90,A06.23.004,Компьютерная томография головного мозга при поражении головного мозга,Инструментальное обследование,Действительно бессрочно,2,1,A06.23.004 Компьютерная томография головного мозга при поражении головного мозга
1531,T90,A06.03.002,Компьютерная томография лицевого отдела черепа при травмах лицевого отдела черепа,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A06.03.002 Компьютерная томография лицевого отдела черепа при травмах лицевого отдела черепа
1532,T90,B01.035.001,"Прием (осмотр, консультация) врача-психиатра первичный при нарушении психических функций",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.035.001 Прием (осмотр, консультация) врача-психиатра первичный при нарушении психических функций"
1533,T90,B01.028.001,"Прием (осмотр, консультация) врача-оториноларинголога первичный при наличии вестибулярных нарушений и патологии слухового анализатора",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.028.001 Прием (осмотр, консультация) врача-оториноларинголога первичный при наличии вестибулярных нарушений и патологии слухового анализатора"
1534,T90,B01.053.001,"Прием (осмотр, консультация) врача-уролога первичный - при недержании мочи при нарушении тазовых функций",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.053.001 Прием (осмотр, консультация) врача-уролога первичный - при недержании мочи при нарушении тазовых функций"
1535,T90,B01.057.001,"Прием (осмотр, консультация) врача-хирурга первичный при недержании мочи",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.057.001 Прием (осмотр, консультация) врача-хирурга первичный при недержании мочи"
